name,country,province,population,latitude,longitude,elevation
Seversk,5384,Tomskaya,106648,56.6,84.85,90
Sevilla,5385,Andalucía,684340,37.38,-5.99,12
Sfax,5386,Tunisia,280566,34.73,10.77,NULL
Sfintu Gheorghe,5387,Covasna,NULL,45.86,25.79,555
Sha Tin,5388,Hong Kong,487961,22.37,114.18,NULL
Shah Alam,5389,Selangor,541306,3.08,101.53,NULL
Shahr-e-Kord,5390,Chaharmahal and Bakhtiyari,190441,32.33,50.86,2070
Shanghai,5391,Shanghai,21909814,31.2,121.5,4
Shangqiu,5392,Henan,1031123,34.42,115.65,50
Shangrao,5393,Jiangxi,1342220,28.45,117.97,NULL
Shantou,5394,Guangdong,3838900,23.35,116.67,51
Shaoguan,5395,Guangdong,803375,24.82,113.6,59
Shaoxing,5396,Zhejiang,2333080,30,120.58,NULL
Sheffield,5397,Yorkshire and the Humber,525142,53.38,-1.47,NULL
Sheikhupura,5398,Punjab,473129,31.72,73.99,236
Shenyang,5399,Liaoning,7026358,41.8,123.4,55
Shenzhen,5400,Guangdong,17494398,22.55,114.1,2
Shibin al Kawm,5401,Egypt,249611,30.56,31.01,9
Shijiazhuang,5402,Hebei,5090440,38.07,114.48,83
Shillong,5403,Meghalaya,NULL,25.57,91.88,1525
Shinyanga,5404,Shinyanga,103795,-3.66,33.42,NULL
Shiraz,5405,Fars,1565572,29.62,52.53,1500
Shiyan,5406,Hubei,954914,32.63,110.8,NULL
Shizuoka,5407,Shizuoka,704989,34.98,138.38,NULL
Shkodër,5408,Albania,77075,42.07,19.5,13
Sholapur,5409,Maharashtra,604215,17.68,75.92,457
Shreveport,5410,Louisiana,187593,32.51,-93.75,44
Shubra al Khimah,5411,Egypt,1187747,30.13,31.24,16
Shymkent,5412,South-Kazakhstan,683273,42.32,69.6,506
Sialkot,5413,Punjab,655852,32.5,74.54,256
Sibiti,5414,Lékoumou,NULL,-3.69,13.35,440
Sibiu,5415,Sibiu,147245,45.8,24.15,415
Sibu,5416,Sarawak,167427,2.29,111.83,8
Sidi Bel Abbës,5417,Algeria,210146,35.19,-0.64,470
Siegen,5418,Nordrhein-Westfalen,99187,50.88,8.02,267
Siem Reap,5419,Cambodia,225607,13.36,103.86,18
Sievierodonetsk,5420,Luhanska,101135,48.93,38.5,71
Siirt,5421,Siirt,160340,37.92,41.95,895
Sikasso,5422,Sikasso,226618,11.32,-5.67,410
Silvassa,5423,Dadra and Nagar Haveli,NULL,20.27,73.02,32
Simferopol,5424,Krym,336212,44.95,34.1,350
Simi Valley,5425,California,126356,34.27,-118.74,234
Simla,5426,Himachal Pradesh,NULL,31.1,77.17,2205
Sincelejo,5427,Sucre,249323,9.3,-75.4,213
Singapore,5428,Singapore,5685807,1.3,103.8,NULL
Singida,5429,Singida,85242,-4.81,34.74,NULL
Sinop,5430,Sinop,NULL,42.03,35.15,NULL
Sinpho,5431,North Korea,152759,40.08,128.25,NULL
Sinuiju,5432,North Korea,359341,40.1,124.4,NULL
Sion,5433,Valais,NULL,46.23,7.37,500
Sioux Falls,5434,South Dakota,192517,43.54,-96.73,448
Siracusa,5435,Sicilia,118385,37.08,15.28,17
Sirjan,5436,Kerman,199704,29.45,55.68,1730
Sirnak,5437,Şırnak,NULL,37.52,42.46,1650
Sittard-Geleen,5438,Limburg,93726,51,5.87,47
Sittwe,5439,Rakhine,149348,20.15,92.9,NULL
Sivas,5440,Sivas,361998,39.75,37.02,1285
Şiverek,5441,Şanlıurfa,156853,37.75,39.32,NULL
Skien,5442,Telemark,53015,59.21,9.55,NULL
Skikda,5443,Algeria,182903,36.87,6.9,18
Skopje,5444,North Macedonia,422540,42,21.43,240
Slatina,5445,Olt,NULL,44.43,24.36,155
Slobozia,5446,Ialomiţa,NULL,44.56,27.37,NULL
Slough,5447,South East England,175100,51.51,-0.59,NULL
Sloviansk,5448,Donetska,106972,48.85,37.62,NULL
Smolensk,5449,Smolenskaya,316570,54.78,32.05,242
Soacha,5450,Cundinamarca,655025,4.59,-74.22,2566
Sobral,5451,Ceará,166310,-3.67,-40.24,70
Sochi,5452,Krasnodarskiy,466078,43.59,39.72,30
Sofia,5453,Bulgaria,1221785,42.7,23.33,500
Sokodé,5454,Togo,109200,8.98,1.13,340
Sokoto,5455,Sokoto,815000,13.07,5.23,NULL
Soledad,5456,Atlántico,602644,10.92,-74.75,5
Soledad de Graciano Sanchez,5457,San Luis Potosí,310192,22.18,-100.93,NULL
Solihull,5458,West Midlands,126245,52.41,-1.78,NULL
Solingen,5459,Nordrhein-Westfalen,155265,51.17,7.08,221
Solothurn,5460,Solothurn,NULL,47.22,7.53,430
Solwezi,5461,North-Western,NULL,-12.18,26.4,1235
Songea,5462,Ruvuma,203309,-10.68,35.65,NULL
Songkhla,5463,Thailand,183666,7.21,100.6,11
Sorø,5464,Sjælland,NULL,55.43,11.57,NULL
Sorocaba,5465,São Paulo,580655,-23.5,-47.46,601
Sosnowiec,5466,Śląskie,193660,50.3,19.17,250
Sousse,5467,Tunisia,221715,35.83,10.63,NULL
South Bend,5468,Indiana,103453,41.67,-86.26,211
Southampton,5469,South East England,266934,50.9,-1.4,NULL
Southend-on-Sea,5470,East of England,182591,51.54,0.71,NULL
Soyapango,5471,El Salvador,268228,13.73,-89.15,648
Split,5472,Croatia,149830,43.51,16.45,10
Spokane,5473,Washington,228989,47.66,-117.42,562
Spring Valley,5474,Nevada,215597,36.11,-115.25,721
Springfield,5475,Illinois,114394,39.7,-89.62,170
Springfield,5476,Massachusetts,155929,42.1,-72.59,21
Springfield,5477,Missouri,169176,37.2,-93.29,396
Sri Jayawardhanapura,5478,Sri Lanka,107925,6.91,79.89,1
Srinagar,5479,Jammu and Kashmir,1180570,34.09,74.79,1585
St Helens,5480,North West England,106591,53.45,-2.75,NULL
St. John's,5481,Antigua and Barbuda,22219,17.12,-61.85,1
St. John's,5482,Newfoundland and Labrador,106172,47.57,-52.71,10
St. Louis,5483,Missouri,301578,38.63,-90.2,142
St. Paul,5484,Minnesota,311527,44.94,-93.09,214
St. Petersburg,5485,Florida,258308,27.77,-82.64,13
St. Pölten,5486,Niederösterreich,51955,48.2,15.62,267
Stamford,5487,Connecticut,135470,41.05,-73.54,7
Stanley,5488,Falkland Islands,NULL,-51.42,-57.51,NULL
Stans,5489,Nidwalden,NULL,46.95,8.35,452
Stara Zagora,5490,Bulgaria,125732,42.43,25.65,196
Staryj Oskol,5491,Belgorodskaya,221676,51.3,37.83,150
Stavanger,5492,Rogaland,129191,58.96,5.72,NULL
Stavropol,5493,Stavropolskiy,547443,45.05,41.98,550
Steinkjer,5494,Nord-Trøndelag,20480,64.06,11.72,NULL
Sterling Heights,5495,Michigan,134346,42.58,-83.03,187
Sterlitamak,5496,Bashkortostan,277410,53.63,55.95,150
Stockholm,5497,Stockholm,881235,59.33,18.07,2
Stockport,5498,North West England,111023,53.41,-2.15,NULL
Stockton,5499,California,320804,37.98,-121.3,4
Stoke-on-Trent,5500,West Midlands,279769,53,-2.18,107
Strasbourg,5501,Grand Est,272222,48.58,7.75,132
Stuttgart,5502,Baden-Württemberg,585890,48.78,9.18,247
Suceava,5503,Suceava,92121,47.65,26.26,300
Sucre,5504,Chuquisaca,259388,-19.05,-65.25,2810
Sukabumi,5505,Jawa Barat,298681,-6.92,106.93,584
Sukkur,5506,Sindh,499900,27.71,68.85,67
Sullana,5507,Piura,194025,-4.9,-80.52,NULL
Sumaré,5508,São Paulo,238470,-22.82,-47.27,583
Sumbawanga,5509,Rukwa,124204,-7.97,31.62,NULL
Sumbe,5510,Cuanza Sul,267693,-11.21,13.84,10
Sumgayit,5511,Azerbaijan,290500,40.59,49.67,-10
Sumy,5512,Sumska,259660,50.92,34.75,166
Sunchon,5513,North Korea,297317,39.42,125.93,NULL
Sunderland,5514,North East England,170134,54.91,-1.38,NULL
Sunnyvale,5515,California,155805,37.37,-122.04,38
Sunrise Manor,5516,Nevada,205618,36.18,-115.06,555
Sunshine Coast,5517,Queensland,353906,-26.65,153.07,NULL
Sunyani,5518,Bono,74240,7.33,-2.33,303
Suqian,5519,Jiangsu,1255619,33.93,118.28,NULL
Surabaya,5520,Jawa Timur,2765487,-7.27,112.74,5
Surakarta,5521,Jawa Tengah,499337,-7.57,110.82,NULL
Surat,5522,Gujarat,4467797,21.18,72.83,13
Surgut,5523,Tyumenskaya,396443,61.25,73.43,40
Surrey,5524,British Columbia,468251,49.18,-122.85,25
Sutton Coldfield,5525,West Midlands,109899,52.56,-1.82,NULL
Suva,5526,Fiji,185913,-18.14,178.44,NULL
Suwon,5527,South Korea,1210150,37.27,127.02,NULL
Suzano,5528,São Paulo,253240,-23.54,-46.31,749.43
Suzhou,5529,Anhui,920722,33.62,116.99,NULL
Suzhou,5530,Jiangsu,5892892,31.3,120.6,NULL
Swansea,5531,Wales,178118,51.62,-3.95,NULL
Swindon,5532,South West England,201669,51.56,-1.78,NULL
Sydney,5533,New South Wales,4959107,-33.86,151.21,3
Syktyvkar,5534,Komi,220580,61.67,50.82,130
Sylhet,5535,Sylhet,532426,24.9,91.87,35
Syracuse,5536,New York,148620,43.05,-76.14,116
Syzran,5537,Samarskaya,165725,53.17,48.47,50
Szczecin,5538,Zachodniopomorskie,396168,53.43,14.55,1
Szeged,5539,Csongrád,168048,46.26,20.15,75
Székesfehérvár,5540,Fejér,100570,47.19,18.41,118
Szekszárd,5541,Tolna,NULL,46.36,18.7,83
Szolnok,5542,Jász-Nagykun-Szolnok,72953,47.17,20.18,68
Szombathely,5543,Vas,78884,47.24,16.62,209
Taboão da Serra,5544,São Paulo,244528,-23.62,-46.78,NULL
Tabora,5545,Tabora,160608,-5.02,32.8,1241
Tabouk,5546,Tabouk,512629,28.4,36.58,760
Tabriz,5547,East Azarbayejan,1558693,38.07,46.3,1351.4
Tacloban,5548,Eastern Visayas,242089,11.24,125,2
Tacna,5549,Tacna,300963,-18.06,-70.25,552
Tacoma,5550,Washington,219346,47.24,-122.46,74
Taganrog,5551,Rostovskaya,245120,47.22,38.92,30
Tagbilaran,5552,Central Visayas,105051,9.65,123.85,NULL
Taguig,5553,Metro Manila,804915,14.52,121.05,16
Tagum,5554,Davao,214380,7.41,125.81,NULL
Tahoua,5555,Tahoua,149498,14.88,5.27,389
Taian,5556,Shandong,1416591,36.2,117.08,167
Taichung,5557,Taiwan,2684893,24.15,120.67,NULL
Tainan,5558,Taiwan,1881645,22.98,120.18,NULL
Taipa-Coloane,5559,Macau,148435,22.17,113.55,NULL
Taipei,5560,Taiwan,2673226,25.03,121.63,10
Taiping,5561,Perak,183320,4.85,100.73,NULL
Taitung,5562,Taiwan,107720,22.76,121.14,NULL
Taiyuan,5563,Shanxi,4303673,37.87,112.56,800
Taizhou,5564,Jiangsu,1348327,32.45,119.92,NULL
Taizhou,5565,Zhejiang,1485502,28.67,121.35,NULL
Taizz,5566,Yemen,458933,13.58,44.02,1370
Takamatsu,5567,Kagawa,420748,34.35,134.05,NULL
Takoradi,5568,Western,539548,4.9,-1.76,10
Talara,5569,Piura,92491,-4.58,-81.27,11
Talas,5570,Kayseri,163770,38.68,35.57,1150
Talca,5571,Maule,237295,-35.43,-71.67,102
Taldykurgan,5572,Almaty,135217,45.02,78.37,600
Tallahassee,5573,Florida,196169,30.46,-84.25,62
Tallinn,5574,Estonia,437817,59.44,24.75,9
Tamale,5575,Northern,371351,9.41,-0.85,151
Tamanrasset,5576,Algeria,92635,22.79,5.53,1320
Tamatave,5577,Madagascar,325857,-18.15,49.42,NULL
Tambacounda,5578,Tambacounda,107293,13.77,-13.67,24
Tambov,5579,Tambovskaya,261803,52.72,41.43,130
Tampa,5580,Florida,384959,27.97,-82.48,15
Tampere,5581,Pirkanmaa,220678,61.5,23.77,NULL
Tampico,5582,Tamaulipas,297373,22.26,-97.87,10
Tanchon,5583,North Korea,345875,40.46,128.91,NULL
Tanga,5584,Tanga,221127,-5.07,39.1,25
Tanger,5585,Tanger Tetouan,947952,35.77,-5.8,80
Tangerang,5586,Banten,1798601,-6.18,106.63,NULL
Tangerang Selatan,5587,Banten,1290322,-6.29,106.72,NULL
Tangshan,5588,Hebei,2551948,39.62,118.18,NULL
Tanjung Pinang,5589,Kepulauan Riau,NULL,1.08,104.48,18
Tanjung Selor,5590,Kalimantan Utara,NULL,2.85,117.32,24
Tanout,5591,Zinder,154238,14.97,8.88,NULL
Tanta,5592,Egypt,528672,30.78,31,12
Taoyuan,5593,Taiwan,413488,24.99,121.31,NULL
Tapachula,5594,Chiapas,217550,14.9,-92.27,177
Tarakan,5595,Kalimantan Utara,178854,3.3,117.6,24
Táranto,5596,Puglia,200154,40.47,17.23,15
Tarapoto,5597,San Martín,151743,-6.48,-76.37,356
Tarawa,5598,Kiribati,63439,1.43,173,NULL
Taraz,5599,Zhambyl,351476,42.9,71.37,610
Targoviste,5600,Dâmboviţa,NULL,44.92,25.46,292
Târgu Mureş,5601,Mureş,134290,46.55,24.56,320
Tarija,5602,Tarija,205346,-21.53,-64.73,1854
Tarlac,5603,Central Luzon,273096,15.48,120.6,24
Tarnów,5604,Małopolskie,106259,50.01,20.99,190
Tarragona,5605,Catalunya,136150,41.12,1.25,68
Tarsus,5606,Mersin,274405,36.92,34.9,NULL
Tartu,5607,Estonia,95190,58.38,26.72,57.2
Tartus,5608,Tartus,160862,34.88,35.88,20
Tasikmalaya,5609,Jawa Barat,635464,-7.33,108.2,NULL
Tatabánya,5610,Komárom-Esztergom,67753,47.59,18.39,167
Taubaté,5611,São Paulo,272673,-23.02,-45.56,NULL
Taunggyi,5612,Shan,380665,20.78,97.03,1399
Tavoy,5613,Tanintharyi,NULL,14.08,98.2,NULL
Tawau,5614,Sabah,397673,4.26,117.89,NULL
Taytay,5615,Calabarzon,319104,14.57,121.13,NULL
Tbilisi,5616,Georgia,1078297,41.72,44.78,380
Tébessa,5617,Algeria,194461,35.4,8.12,858
Techiman,5618,Bono East,67241,7.58,-1.93,NULL
Tegal,5619,Jawa Tengah,239599,-6.87,109.13,5
Tegucigalpa,5620,Francisco Morazán,996658,14.1,-87.22,990
Tehran,5621,Tehran,8693706,35.7,51.42,1200
Tehuacán,5622,Puebla,293825,18.47,-97.4,NULL
Tekirdag,5623,Tekirdağ,182143,40.98,27.52,NULL
Tel Aviv-Yafo,5624,Tel Aviv,460613,32.07,34.78,5
Telde,5625,Canarias,103175,27.98,-15.42,130
Telford,5626,West Midlands,155570,52.68,-2.45,NULL
Tema,5627,Greater Accra,139784,5.67,0,5
Temara,5628,Rabat Sale Zemmour Zaer,313510,33.93,-6.91,NULL
Tembisa,5629,Gauteng,463109,-26.01,28.21,1549
Temirtau,5630,Karaganda,175632,50.05,72.95,NULL
Tempe,5631,Arizona,180587,33.43,-111.94,348
Temuco,5632,Araucanía,278513,-38.73,-72.67,360
Tengzhou,5633,Shandong,937438,35.08,117.15,NULL
Teófilo Otoni,5634,Minas Gerais,110076,-17.86,-41.5,334
Tepic,5635,Nayarit,371387,21.51,-104.89,920
Teresina,5636,Piauí,767557,-5.09,-42.8,87
Teresópolis,5637,Rio de Janeiro,146207,-22.41,-42.97,871
Termiz,5638,Surkhandarya,179572,37.22,67.28,302
Ternate,5639,Maluku Utara,NULL,0.68,127.4,NULL
Terni,5640,Umbria,109193,42.57,12.65,130
Ternopil,5641,Ternopilska,223938,49.57,25.6,320
Terrassa,5642,Catalunya,222576,41.56,2.01,286
Tessaoua,5643,Maradi,172796,13.75,7.98,NULL
Tete,5644,Tete,307338,-16.17,33.6,140
Tétouan,5645,Tanger Tetouan,380787,35.57,-5.37,90
Thai Nguyen,5646,Northern Midlands and Mountains,249004,21.6,105.85,NULL
Thane,5647,Maharashtra,1841488,19.17,72.96,NULL
Thanh Pho Ho Chi Minh,5648,Southeast,7004921,10.78,106.7,19
The Valley,5649,Anguilla,NULL,18.22,-63.05,9
Thessaloniki,5650,Kentrikis Makedonias,325182,40.65,22.9,5
Thiès,5651,Thiès,317763,14.78,-16.92,NULL
Thimphu,5652,Bhutan,114551,27.47,89.64,2334
Thousand Oaks,5653,California,126966,34.19,-118.87,270
Thunder Bay,5654,Ontario,108359,48.38,-89.25,199
Tianjin,5655,Tianjin,11052404,39.13,117.18,5
Tianshui,5656,Gansu,752900,34.58,105.73,1171
Tidjikja,5657,Tagant,NULL,18.55,-11.43,NULL
Tijuana,5658,Baja California,1810645,32.53,-117.03,20
Tilburg,5659,Noord-Brabant,210283,51.55,5.08,14
Tillaberi,5660,Tillabéri,NULL,14.22,1.45,NULL
Timişoara,5661,Timiş,319279,45.76,21.23,90
Timon,5662,Maranhão,135133,-5.09,-42.84,NULL
Tipitapa,5663,Nicaragua,130627,12.2,-86.1,50
Tirana,5664,Albania,418495,41.33,19.82,110
Tiraspol,5665,Moldova,148917,46.85,29.63,NULL
Tirgu Jiu,5666,Gorj,NULL,45.03,23.27,NULL
Tiruchirappalli,5667,Tamil Nadu,387223,10.81,78.69,88
Tlalnepantla,5668,"México, Estado de",658907,19.54,-99.19,2250
Tlaquepaque,5669,Jalisco,650123,20.67,-103.35,1870
Tlaxcala,5670,Tlaxcala,14692,19.3,-98.23,2239
Tlemcen,5671,Algeria,173531,34.88,-1.32,842
Tobolsk,5672,Tyumenskaya,100352,58.2,68.27,90
Tokat,5673,Tokat,161169,40.31,36.55,623
Tokchon,5674,North Korea,237133,39.75,126.33,NULL
Tokushima,5675,Tokushima,258554,34.07,134.55,NULL
Tokyo,5676,Tokyo,9272740,35.68,139.68,NULL
Toledo,5677,Castilla-La Mancha,NULL,39.86,-4.02,529
Toledo,5678,Central Visayas,170335,10.38,123.65,NULL
Toledo,5679,Ohio,270871,41.67,-83.58,187
Toliara,5680,Madagascar,168756,-23.35,43.67,NULL
Toluca,5681,"México, Estado de",910608,19.29,-99.66,2660
Tolyatti,5682,Samarskaya,684709,53.51,49.42,90
Tombouctou,5683,Tombouctou,54629,16.78,-3.01,261
Tomsk,5684,Tomskaya,556478,56.5,84.97,110
Tonala,5685,Jalisco,442440,20.62,-103.23,NULL
Tongi,5686,Dhaka,476349,23.89,90.41,NULL
Tongliao,5687,Nei Mongol,921808,43.62,122.27,179
Tonsberg,5688,Vestfold,8984,59.3,10.42,NULL
Toowoomba,5689,Queensland,140303,-27.55,151.95,691
Topeka,5690,Kansas,126587,39.06,-95.69,288
Torino,5691,Piemonte,872367,45.07,7.7,239
Toronto,5692,Ontario,2615060,43.7,-79.4,76
Torrance,5693,California,147067,33.83,-118.34,27
Torre del Greco,5694,Campania,85922,40.78,14.37,NULL
Torrejón de Ardoz,5695,Madrid,133377,40.46,-3.5,568
Torreón,5696,Coahuila,690193,25.54,-103.45,1120
Tórshavn,5697,Faroe Islands,13130,62,-7,NULL
Toruń,5698,Kujawsko-Pomorskie,198273,53.03,18.62,65
Toshkent,5699,Toshkent City,2571668,41.27,69.22,455
Tottori,5700,Tottori,193717,35.5,134.23,NULL
Tougourt,5701,Algeria,143270,33.1,6.07,62
Toulon,5702,Provence-Alpes-Côte d'Azur,163974,43.13,5.92,10
Toulouse,5703,Occitanie,447340,43.6,1.44,115
Tours,5704,Centre-Val de Loire,134633,47.39,0.69,44
Townsville,5705,Queensland,184271,-19.26,146.82,NULL
Toyama,5706,Toyama,418686,36.7,137.22,NULL
Toyota,5707,Aichi,422542,35.08,137.15,NULL
Trabzon,5708,Trabzon,292741,41,39.73,5
Trenčín,5709,Trenčiansky,54740,48.89,18.04,211
Trento,5710,Trentino-Alto Adige,114198,46.07,11.12,190
Trenton,5711,New Jersey,90871,40.22,-74.76,15
Trier,5712,Rheinland-Pfalz,105671,49.75,6.63,137
Trieste,5713,Friuli-Venezia Giulia,202123,45.63,13.8,2
Trinidad,5714,Beni,106422,-14.83,-64.9,130
Tripoli,5715,Peloponnisos,NULL,37.52,22.38,655
Tripoli,5716,Libya,1170000,32.9,13.19,81
Trivandrum,5717,Kerala,752490,8.49,76.95,10
Trnava,5718,Trnavský,63803,48.38,17.59,146
Tromsø,5719,Troms,48109,69.68,18.94,NULL
Trondheim,5720,Sør-Trøndelag,179692,63.43,10.39,3
Trujillo,5721,Colón,NULL,15.92,-86,NULL
Trujillo,5722,La Libertad,908209,-8.11,-79.03,34
Trujillo,5723,Trujillo,NULL,9.42,-70.5,NULL
Tshikapa,5724,Kasai,621820,-6.42,20.8,485
Tshwane,5725,Gauteng,2921488,-25.75,28.19,1339
Tsu,5726,Mie,279886,34.72,136.5,NULL
Tucson,5727,Arizona,542629,32.22,-110.93,728
Tucupita,5728,Delta Amacuro,NULL,9.06,-62.07,5
Tuen Mun,5729,Hong Kong,465428,22.39,113.97,NULL
Tuguegarao,5730,Cagayan Valley,126021,17.62,121.72,NULL
Tula,5731,Tulskaya,473622,54.2,37.62,170
Tulcea,5732,Tulcea,NULL,45.19,28.8,30
Tulsa,5733,Oklahoma,413066,36.13,-95.94,220
Tuluá,5734,Valle de Cauca,174951,4.08,-76.2,960
Tumbes,5735,Tumbes,101490,-3.57,-80.45,6
Tunceli,5736,Tunceli,NULL,39.1,39.55,940
Tunis,5737,Tunisia,637568,36.8,10.18,4
Tunja,5738,Boyacá,163894,5.53,-73.37,2820
Turbat,5739,Balochistan,213557,26,63.05,129
Turkmenabat,5740,Lebap,189200,39.08,63.57,187
Turku,5741,Varsinais-Suomi,182154,60.45,22.27,NULL
Tuxtla Gutiérrez,5742,Chiapas,578830,16.75,-93.12,522
Tuzla,5743,Federacija Bosne i Hercegovine,120441,44.54,18.68,245
Tver,5744,Tverskaya,416219,56.86,35.92,135
Tychy,5745,Śląskie,124882,50.13,18.98,NULL
Tyumen,5746,Tyumenskaya,847488,57.15,65.53,70
Uberaba,5747,Minas Gerais,289376,-19.75,-47.93,823
Uberlândia,5748,Minas Gerais,587266,-18.92,-48.29,863
Ufa,5749,Bashkortostan,1144809,54.75,55.97,150
Uige,5750,Uíge,493529,-7.62,15.05,858
Ujjain,5751,Madhya Pradesh,362633,23.18,75.78,NULL
Ukhta,5752,Komi,99591,63.57,53.7,100
Ulaanbaatar,5753,Mongolia,1395773,47.92,106.92,1350
Ulan-Ude,5754,Buryatiya,437565,51.83,107.6,530
Ulhasnagar,5755,Maharashtra,369077,19.22,73.15,19
Ulm,5756,Baden-Württemberg,116761,48.4,9.98,478
Ulsan,5757,South Korea,1135423,35.55,129.32,NULL
Ulyanovsk,5758,Ulyanovskaya,617352,54.32,48.37,140
Umeå,5759,Västerbotten,117294,63.83,20.26,12
Umuahia,5760,Abia,330000,5.53,7.48,NULL
Unión Chocó,5761,Emberá,NULL,8.08,-77.55,NULL
Uppsala,5762,Uppsala,202625,59.86,17.64,15
Urganch,5763,Xorazm,143750,41.55,60.63,91
Uruapan,5764,Michoacán,299523,19.42,-102.06,1620
Uruguaiana,5765,Rio Grande do Sul,117415,-29.75,-57.09,66
Usak,5766,Uşak,226486,38.68,29.4,890
Ushuaia,5767,Tierra del Fuego,56825,-54.8,-68.3,23
Ussurijsk,5768,Primorskiy,180393,43.8,131.97,20
Ust-Ilimsk,5769,Irkutskaya,86610,58,102.67,300
Ústí nad Labem,5770,Ústecký,89713,50.66,14.04,218
Utrecht,5771,Utrecht,330081,52.08,5.12,5
Utsunomiya,5772,Tochigi,518594,36.55,139.88,NULL
Uvira,5773,Sud-Kivu,378736,-3.37,29.14,746
Uyo,5774,Akwa Ibom,NULL,5.03,7.92,65
Uzhhorod,5775,Zakarpatska,115542,48.62,22.3,169
Vaasa,5776,Pohjanmaa,66415,63.1,21.62,NULL
Vadodara,5777,Gujarat,1670806,22.3,73.2,129
Vadsø,5778,Finnmark,5961,70.08,29.73,6
Vaduz,5779,Liechtenstein,5741,47.14,9.52,455
Valdivia,5780,Ríos,150727,-39.81,-73.25,5
Valencia,5781,Valenciana,788842,39.47,-0.38,15
Valencia,5782,Northern Mindanao,192993,7.9,125.08,373
Valencia,5783,Carabobo,1210612,10.18,-68,520
Valenzuela,5784,Metro Manila,620422,14.7,120.98,38
Valladolid,5785,Castilla y León,297370,41.63,-4.72,698
Valledupar,5786,Cesar,431794,10.48,-73.25,180
Vallejo,5787,California,126090,38.11,-122.24,21
Valletta,5788,Malta,5157,35.9,14.51,56
Valparaíso,5789,Valparaíso,901468,-33.05,-71.62,10
Van,5790,Van,514479,38.49,43.38,1730
Vancouver,5791,British Columbia,631486,49.25,-123.1,10
Vancouver,5792,Washington,190915,45.63,-122.6,52
Vänersborg,5793,Västra Götaland,35804,58.38,12.33,NULL
Varanasi,5794,Uttar Pradesh,1198491,25.28,82.96,80.71
Varginha,5795,Minas Gerais,119061,-21.55,-45.43,980
Varna,5796,Bulgaria,332394,43.22,27.92,80
Várzea Grande,5797,Mato Grosso,248704,-15.65,-56.13,198
Vaslui,5798,Vaslui,NULL,46.64,27.73,110
Västerås,5799,Västmanland,140499,59.62,16.55,17
Vatican City,5800,Vatican City,826,41.9,12.45,NULL
Vaughan,5801,Ontario,288301,43.83,-79.5,NULL
Växjö,5802,Kronoberg,84800,56.88,14.81,167
Vejle,5803,Syddanmark,53975,55.72,9.53,8
Velikij Novgorod,5804,Novgorodskaya,224286,58.55,31.27,25
Venézia,5805,Veneto,261362,45.44,12.34,1
Veracruz,5806,Veracruz,537963,19.43,-96.38,NULL
Verona,5807,Veneto,252520,45.43,10.98,59
Veszprém,5808,Veszprém,61721,47.09,17.91,266
Viamão,5809,Rio Grande do Sul,224943,-30.08,-51.02,9
Viana do Castelo,5810,Viana do Castelo,NULL,41.7,-8.83,15
Viborg,5811,Midtjylland,NULL,56.45,9.4,51
Vicenza,5812,Veneto,111500,45.55,11.55,39
Victoria,5813,British Columbia,NULL,48.43,-123.37,23
Victoria,5814,Hong Kong,923028,22.28,114.15,NULL
Victoria,5815,Malta,7242,36.04,14.24,NULL
Victoria,5816,Seychelles,24087,-4.62,55.45,10
Victoria de las Tunas,5817,Las Tunas,162957,20.96,-76.95,92
Viedma,5818,Río Negro,52789,-40.83,-62.97,12
Vientiane,5819,Laos,620157,17.97,102.6,174
Vigo,5820,Galicia,294650,42.23,-8.71,62
Vijayawada,5821,Andhra Pradesh,1034358,16.51,80.64,23
Vila Nova de Gaia,5822,Porto,188660,41.13,-8.62,NULL
Vila Real,5823,Vila Real,NULL,41.3,-7.75,450
Vila Velha,5824,Espírito Santo,412575,-20.34,-40.29,4
Villa Nueva,5825,Guatemala,426316,14.53,-90.59,1330
Villach,5826,Kärnten,59324,46.62,13.85,501
Villahermosa,5827,Tabasco,340060,17.99,-92.93,20
Villavicencio,5828,Meta,492052,4.15,-73.63,467
Villeurbanne,5829,Auvergne-Rhône-Alpes,145034,45.77,4.88,165
Vilnius,5830,Lithuania,546155,54.68,25.28,112
Vinh,5831,North and South Central Coast,230439,18.67,105.67,NULL
Vinnytsia,5832,Vinnytska,370601,49.23,28.48,NULL
Viranşehir,5833,Şanlıurfa,115903,37.23,39.76,620
Virginia Beach,5834,Virginia,459470,36.85,-75.98,3
Visakhapatnam,5835,Andhra Pradesh,1728128,17.69,83.22,54
Visby,5836,Gotland,20000,57.63,18.3,NULL
Viseu,5837,Viseu,60570,40.67,-7.92,NULL
Vitebsk,5838,Vitebsk,355062,55.18,30.17,172
Vitória,5839,Espírito Santo,327801,-20.32,-40.34,4
Vitoria-Gasteiz,5840,Euskadi,252953,42.85,-2.68,525
Vitória da Conquista,5841,Bahia,274739,-14.87,-40.84,923
Vitória de Santo Antão,5842,Pernambuco,113429,-8.12,-35.3,147
Vladikavkaz,5843,North Ossetia-Alania,295830,43.02,44.65,680
Vladimir,5844,Vladimirskaya,349951,56.13,40.42,150
Vladivostok,5845,Primorskiy,592034,43.13,131.9,40
Vlorë,5846,Albania,79513,40.47,19.49,25
Volgodonsk,5847,Rostovskaya,168048,47.52,42.15,50
Volgograd,5848,Volgogradskaya,1028036,48.7,44.52,80
